cohort_id,cohort_role,analysis_role,inference_key_type,compartment,module_id,contrast_label,excluded_donor_or_library_key,excluded_arm,remaining_comparison_n,remaining_target_n,leave_one_out_effect_target_minus_comparison,leave_one_out_effect_direction,full_effect_direction,direction_agrees_with_full_effect,leave_one_out_status
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample2,comparison,3,4,2.48709427,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample3,comparison,3,4,1.81953871,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample4,comparison,3,4,1.01610565,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample5,target,4,3,1.87561487,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample6,target,4,3,1.57282565,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample7,target,4,3,1.50756759,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample8,target,4,3,1.75761705,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,hypoxia_oxidative_stress,severe_minus_mild,Sample1,comparison,3,4,0.38617894,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,hypoxia_oxidative_stress,severe_minus_mild,Sample2,comparison,3,4,0.56282392,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,hypoxia_oxidative_stress,severe_minus_mild,Sample3,comparison,3,4,0.48044010,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
